Item ID,source,Notes,Location,Value,Inventory Date,Selected File Placeholder,Artist Name,Title,Series,Type,Date_Year,Medium,Signatures_and_Writing,Condition,Category,Size H in,Size W in,Size D in,Size Note,Size Units,Dimensions,Selected File Container,File 1 Container,File 2 Container,File 3 Container,File 4 Container,File 5 Container,Owner ID,Exhibited Data::Unique Combo,Exhibited Data::Exhibition ID MATCH FIELD,Exhibitions::Exhibition Name,Owners::Name,Duration,Filming Location
AT.P.1690,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1162"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1690.jpg,Aldo Tambellini,,,,1962,Pastel on paper,AT,,Painting,8.5,11,,,in,,AT.P.1690.jpg,"remote:AT.P.1690.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1690_8.jpg",,,,,,,,,,,
AT.P.1691,Anna,"Gifted to Anna   ""AT.62"" on recto, ""1161"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1691.jpg,Aldo Tambellini,,,,1962,Pastel on paper,AT,,Painting,8.5,11,,,in,,AT.P.1691.jpg,"remote:AT.P.1691.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1691_8.jpg",,,,,,,,,,,
AT.P.1692,Anna,"Gifted to Anna    AT.62"" on recto, ""1160"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1692.jpg,Aldo Tambellini,,,,1962,Pastel on paper,AT,,Painting,8.5,11,,,in,,AT.P.1692.jpg,"remote:AT.P.1692.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1692_8.jpg",,,,,,,,,,,
AT.P.1744,Anna,"Gifted to Anna     ""AT. Aug. 7 '63"" on recto, ""1602"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1744.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1744.jpg,"remote:AT.P.1744.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1744_8.jpg",,,,,,,,,,,
AT.P.1745,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1603"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1745.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1745.jpg,"remote:AT.P.1745.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1745_8.jpg",,,,,,,,,,,
AT.P.1746,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1604"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1746.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1746.jpg,"remote:AT.P.1746.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1746_8.jpg",,,,,,,,,,,
AT.P.1747,Anna,"Gifted to Anna    ""AT. Aug. 7 '63"" on recto, ""1605"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1747.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1747.jpg,"remote:AT.P.1747.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1747_8.jpg",,,,,,,,,,,
AT.P.1748,Anna,"Gifted to Anna     ""AT. Aug. 7 '63"" on recto, ""1606"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1748.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1748.jpg,"remote:AT.P.1748.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1748_8.jpg",,,,,,,,,,,
AT.P.1749,Anna,"Gifted to Anna    ""AT. Aug 7 '63"" on recto, ""1606"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1749.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1749.jpg,"remote:AT.P.1749.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1749_8.jpg",,,,,,,,,,,
AT.P.1750,Anna,"Gifted to Anna     ""AT. Aug 7 '63"" on recto, ""1607"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1750.jpg,Aldo Tambellini,,,,1963,Graphite on paper,AT,,Painting,8.5,11,,,in,,AT.P.1750.jpg,"remote:AT.P.1750.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1750_8.jpg",,,,,,,,,,,
AT.P.1751,Anna,"Gifted to Anna   ""AT. Aug 7 '63"" on recto, ""1608"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1751.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1751.jpg,"remote:AT.P.1751.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1751_8.jpg",,,,,,,,,,,
AT.P.1752,Anna,"Gifted to Anna   ""AT. Aug 7 '63"" on recto, ""1609"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1752.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1752.jpg,"remote:AT.P.1752.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1752_8.jpg",,,,,,,,,,,
AT.P.1753,Anna,"Gifted to Anna    ""AT. Aug 7 '63"" on recto, ""1610"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1753.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1753.jpg,"remote:AT.P.1753.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1753_8.jpg",,,,,,,,,,,
AT.P.1754,Anna,"Gifted to Anna     ""AT. Aug 7 '63"" on recto, ""1611"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1754.jpg,Aldo Tambellini,,,,1963,Duco on paper,AT,,Painting,8.5,11,,,in,,AT.P.1754.jpg,"remote:AT.P.1754.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1754_8.jpg",,,,,,,,,,,
AT.P.1755,Anna,"Gifted to Anna     ""Aug 7. AT '63"" on recto, ""1612"" on verso","Rack 17, Shelf 1",,12/15/2014,AT.P.1755.jpg,Aldo Tambellini,,,,1963,Duco [and ink] on paper,AT,,Painting,8.5,11,,,in,,AT.P.1755.jpg,"remote:AT.P.1755.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1755_8.jpg",,,,,,,,,,,
AT.P.1963,Anna,"Gifted to Anna   ""A.T. April 15 '62"" ""II"" on recto, ""2087-II"" on verso","Rack 17, Shelf 1",,12/17/2014,AT.P.1963.jpg,Aldo Tambellini,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,in,,AT.P.1963.jpg,"remote:AT.P.1963.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1963_8.jpg",,,,,,,,,,,
AT.P.1964,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""III"" on recto, ""2083"" on verso","Rack 17, Shelf 1",,12/17/2014,AT.P.1964.jpg,Aldo Tambellini,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,in,,AT.P.1964.jpg,"remote:AT.P.1964.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1964_8.jpg",,,,,,,,,,,
AT.P.1965,Anna,"Gifted to Anna    ""A.T. April 15 '62"" ""IV"" on recto, ""2089-IV"" on verso","Rack 17, Shelf 1",,12/17/2014,AT.P.1965.jpg,Aldo Tambellini,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,in,,AT.P.1965.jpg,"remote:AT.P.1965.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1965_8.jpg",,,,,,,,,,,
AT.P.1966,Anna,"Gifted to Anna     ""A.T. April 15 '62"" ""I"" on recto, ""2086"" on verso","Rack 17, Shelf 1",,12/17/2014,AT.P.1966.jpg,Aldo Tambellini,,,,1962,Acrylic and charcoal on paper,A.T.,,Painting,14.5,10.5,,,in,,AT.P.1966.jpg,"remote:AT.P.1966.jpg
size:4928,3264
DPI:300
JPEG:AT.P.1966_8.jpg",,,,,,,,,,,
AT.P.2146,Anna,"Gifted to Anna     ""1805"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2146.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2146.jpg,"remote:AT.P.2146.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2146_8.jpg",,,,,,,,,,,
AT.P.2147,Anna,"Gifted to Anna    ""1804"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2147.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco and sand on paper,,,Painting,17.5,17.5,,,in,,AT.P.2147.jpg,"remote:AT.P.2147.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2147_8.jpg",,,,,,,,,,,
AT.P.2148,Anna,"Gifted to Anna     ""1803"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2148.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2148.jpg,"remote:AT.P.2148.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2148_8.jpg",,,,,,,,,,,
AT.P.2149,Anna,"Gifted to Anna     ""1802"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2149.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2149.jpg,"remote:AT.P.2149.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2149_8.jpg",,,,,,,,,,,
AT.P.2150,Anna,"Gifted to Anna       ""1801"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2150.jpg,Aldo Tambellini,,,,1963,Acrylic on paper,,,Painting,17.5,17.5,,,in,,AT.P.2150.jpg,"remote:AT.P.2150.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2150_8.jpg",,,,,,,,,,,
AT.P.2151,Anna,"Gifted to Anna        ""1800"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2151.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2151.jpg,"remote:AT.P.2151.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2151_8.jpg",,,,,,,,,,,
AT.P.2152,Anna,"Gifted to Anna          ""1799"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2152.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2152.jpg,"remote:AT.P.2152.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2152_8.jpg",,,,,,,,,,,
AT.P.2153,Anna,"Gifted to Anna          ""1798"" ""Nov 22/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2153.jpg,Aldo Tambellini,,,,1963,Duco and sand on paper,,,Painting,17.5,17.5,,,in,,AT.P.2153.jpg,"remote:AT.P.2153.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2153_8.jpg",,,,,,,,,,,
AT.P.2154,Anna,"Gifted to Anna           ""1797"" ""Nov 24/63"" on verso","Rack 13, Shelf 6",,12/19/2014,AT.P.2154.jpg,Aldo Tambellini,,,,1963,Duco on paper,,,Painting,17.5,17.5,,,in,,AT.P.2154.jpg,"remote:AT.P.2154.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2154_8.jpg",,,,,,,,,,,
AT.P.2167,Anna,Gifted to Anna      ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2167.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,chipping to edges,Painting,14,26,,,in,,AT.P.2167.jpg,"remote:AT.P.2167.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2167_8.jpg",,,,,,,,,,,
AT.P.2168,Anna,Gifted to Anna     ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2168.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,"chipping to edges, sunning",Painting,14,26,,,in,,AT.P.2168.jpg,"remote:AT.P.2168.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2168_8.jpg",,,,,,,,,,,
AT.P.2169,Anna,Gifted to Anna      ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2169.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,chipping to edges,Painting,14,26,,,in,,AT.P.2169.jpg,"remote:AT.P.2169.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2169_8.jpg",,,,,,,,,,,
AT.P.2170,Anna,Gifted to Anna      ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2170.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,chipping to edges,Painting,14,26,,,in,,AT.P.2170.jpg,"remote:AT.P.2170.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2170_8.jpg",,,,,,,,,,,
AT.P.2171,Anna,Gifted to Anna       ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2171.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,chipping to edges,Painting,14,26,,,in,,AT.P.2171.jpg,"remote:AT.P.2171.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2171_8.jpg",,,,,,,,,,,
AT.P.2172,Anna,Gifted to Anna       ZKM Exhibit,"Rack 14, Shelf 2",,12/19/2014,AT.P.2172.jpg,Aldo Tambellini,,,,n.d. (c. 1963),Duco on paper,,chipping to edges,Painting,14,26,,,in,,AT.P.2172.jpg,"remote:AT.P.2172.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2172_8.jpg",,,,,,,,,,,
AT.P.2436,Anna,"Gifted to Anna    ""Aldo Tambellini 1961"" on recto",Rack B2,,01/09/2015,AT.P.2436.jpg,Aldo Tambellini,,,,1961,Acrylic on paper,Aldo Tambellini,"light bumping and staining, especially around edges, pinholes",Painting,60,60,,,in,,AT.P.2436.jpg,"remote:AT.P.2436.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2436_8.jpg",,,,,,,,,,,
AT.P.2446,Anna,Gifted to Anna,Rack B2,,01/10/2015,AT.P.2446.jpg,Aldo Tambellini,,,,1961,Acrylic on paper,Aldo Tambellini,"Pinholes, bumping to edges, tears to two edges, pencil guides still visible, ""Aldo Tambellini 1961"" on recto",Painting,60,60,,,in,,AT.P.2446.jpg,"remote:AT.P.2446.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2446_8.jpg",,,,,,,,,,,
AT.P.2449,Anna,"gifted to Anna     ""Aldo Tambellini 1961"" on mount","Behind Slides/Videos, against the wall",,01/10/2015,AT.P.2449.jpg,Aldo Tambellini,,,,1961,"Acrylic on paper, mounted on board",Aldo Tambellini,"some soiling to paper, some chipping around eddge",Painting,59.5,,, diameter,in,,AT.P.2449.jpg,"remote:AT.P.2449.jpg
size:3315,3141
DPI:300
JPEG:AT.P.2449_8.jpg",,,,,,,,,,,
AT.P.2453,Anna,"Gifted to Anna    ""Aldo Tambellini Jan 22 '61"" on verso",Rack B2,,01/10/2015,AT.P.2453.jpg,Aldo Tambellini,,,,1961,Duco and sand on paper,Aldo Tambellini,"lpinholes, slight chipping to edge",Painting,59.5,,, diameter,in,,AT.P.2453.jpg,"remote:AT.P.2453.jpg
size:3156,2980
DPI:300
JPEG:AT.P.2453_8.jpg",,,,,,,,,,,
AT.P.2454,Anna,Gifted to Anna    ZKM,Rack B1,,01/10/2015,AT.P.2454.jpg,Aldo Tambellini,,,,n.d. (c. 1961),Acrylic and sand on paper,,"Pinholes, some soiling, bumping and tearing to edge",Painting,59.5,,, diameter,in,,AT.P.2454.jpg,"remote:AT.P.2454.jpg
size:3184,2990
DPI:300
JPEG:AT.P.2454_8.jpg",,,,,,,,,,,
AT.P.2456,Anna,Gifted to Anna   ZKM,Rack B1,,01/10/2015,AT.P.2456.jpg,Aldo Tambellini,,,,n.d. (c. 1961),Acrylic and sand on paper,,"Pinholes, some soiling, bumping and tearing to edge, chipping to one edge, staining from one edge",Painting,59.5,,, diameter,in,,AT.P.2456.jpg,"remote:AT.P.2456.jpg
size:3215,3070
DPI:300
JPEG:AT.P.2456_8.jpg",,,,,,,,,,,
AT.P.2459,Anna,"Gifted to Anna    ""AT. Feb 19-'62"" on verso",Rack B2,,01/10/2015,AT.P.2459 edit.jpg,Aldo Tambellini,,,,1962,"Charcoal, gouache, and acrylic to paper",AT,"lpinholes, extensive chipping in a couple of sections of edge, otherwise some bumping and soiling",Painting,59.5,,, diameter,in,,AT.P.2459 edit.jpg,"remote:AT.P.2459.jpg
size:3412,3187
DPI:300
JPEG:AT.P.2459_8.jpg","remote:AT.P.2459 edit.jpg
size:2885,2880
DPI:300
JPEG:AT.P.2459 edit_8.jpg",,,,,,,,,,
AT.P.2492,Anna,"Gifted to Anna   ""Aldo Tambellini Jan 14-'62"" on recto","Rack 16, Shelf 2",,01/10/2015,AT.P.2492.jpg,Aldo Tambellini,,,,1962,Acrylic on paper,Aldo Tambellini,"extensive chipping, tearing and staining, large section gone from upper corner",Painting,35,45,,,in,,AT.P.2492.jpg,"remote:AT.P.2492.jpg
size:4928,3264
DPI:300
JPEG:AT.P.2492_8.jpg",,,,,,,,,,,
AT.PH.0001,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.1.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,15.75,19.75,,,in,,AT.PH.1.jpg,"remote:AT.PH.1.jpg
size:3264,2448
JPEG:AT.PH.1_8.jpg",,,,,,,,,,,
AT.PH.0015,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.15.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,15.75,19.75,,,in,,AT.PH.15.jpg,"remote:AT.PH.15.jpg
size:3264,2448
JPEG:AT.PH.15_8.jpg",,,,,,,,,,,
AT.PH.0018,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.18.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,15.75,19.75,,,in,,AT.PH.18.jpg,"remote:AT.PH.18.jpg
size:3264,2448
JPEG:AT.PH.18_8.jpg",,,,,,,,,,,
AT.PH.0022,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.22.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,15.75,19.75,,,in,,AT.PH.22.jpg,"remote:AT.PH.22.jpg
size:3264,2448
JPEG:AT.PH.22_8.jpg",,,,,,,,,,,
AT.PH.0024,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.24.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,15.75,19.75,,,in,,AT.PH.24.jpg,"remote:AT.PH.24.jpg
size:3264,2448
JPEG:AT.PH.24_8.jpg",,,,,,,,,,,
AT.PH.0031,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.31.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,10,8,,,in,,AT.PH.31.jpg,"remote:AT.PH.31.jpg
size:2448,3264
JPEG:AT.PH.31_8.jpg",,,,,,,,,,,
AT.PH.0033,Anna,"Gifted to Anna, JCG",Rack 16,,06/27/2013,AT.PH.33.jpg,Aldo Tambellini,,Videograms,,ca. 1969,Videogram on photographic paper.,,,Photography,10,8,,,in,,AT.PH.33.jpg,"remote:AT.PH.33.jpg
size:2448,3264
JPEG:AT.PH.33_8.jpg",,,,,,,,,,,
AT.P.0264,Anna,"Gifted to Anna, JCG",,,,AT.P.264.jpg,Aldo Tambellini,,,,,,,,,,,,,,,AT.P.264.jpg,"remote:AT.P.264.jpg
size:3264,2448
JPEG:AT.P.264_8.jpg",,,,,,,,,,,
AT.P.0335,Anna,"Gifted to Anna and ZKM
",,,,AT.P.335.jpg,Aldo Tambellini,,,,,,,,,,,,,,,AT.P.335.jpg,"remote:AT.P.335.jpg
size:3264,2448
JPEG:AT.P.335_8.jpg",,,,,,,,,,,
AT.E.0016,Anna,Gifted to Anna,"Black Round, Washington Square Park Fountain, NYC",,12/02/2015,Untitled.pdf,"Susan Sherman, The Village Voice",BLACK ROUND,Performance,News Articles,09/30/1965,,,,Electromedia,,,,,,,Untitled.pdf,"remote:Untitled.pdf
size:828,483
JPEG:Untitled_48.jpg
PDF :Untitled_48.pdf",,,,,,,,,,,
AT.P.0775,Anna,Gifted to Anna  framed  ZKM,Rack 8,,04/24/2016,No Picture Selected,Aldo Tambellini,The Seed 11,The Seed of cosmic Creation,,1962,duco on paper,"LR ALDO Tambellini Feb 19-""62",,Painting,19,25,,,in,,,,,,,,,,,,,,
AT.P.0776,Anna,"Gifted to Anna    framed, get picture from Anna",Rack 8,,04/24/2016,No Picture Selected,Aldo Tambellini,The Seed 12,The Seed of cosmic Creation,,1962,duco on paper,LR ALDO Tambellini 62,,Painting,25.75,25.75,,,in,,,,,,,,,,,,,,
AT.P.0778,Anna,Gifted to Anna   framed Verso:LL A Tambellini R100.2 UR R108,Rack 8,,04/24/2016,No Picture Selected,Aldo Tambellini,Destruction 20,Destruction l,,1962,graphite on cardboard with incisions and ,LR Aldo Tambellini '62,,Painting,28,36,,,in,,,,,,,,0,,,,,,
AT.P.0779,Anna,"Gifted to Anna    framed   ZKM
dents in frame",Rack 8,,04/24/2016,No Picture Selected,Aldo Tambellini,Destruction 21,Destruction I,,1962,graphite on cardboard with incisions and burns,"Verso:  URA. Tambellini R1003
Verso:  UR A. Tambellini R1003 LR R.105",,,28,36,,,in,,,,,,,,0,,,,,,
AT.P.0800,Anna,"Gifted to Anna   framed   ZKM
Belonging to Anna

",Rack 8,,04/24/2016,No Picture Selected,Aldo Tambellini,Destruction 7,Destruction I,,1962,graphite on cardboard with incisions and dust,LR Aldo Tambellini '62,,,29.875,,,29.875 Diameter,in,,,,,,,,,,,,,,
AT.P.0369,Anna,Gifted to Anna     ZKM,shelf 5 box 4,,04/25/2016,No Picture Selected,Aldo Tambellini,EbB ,Enveloped by Black,,1966,duco and sand on paper,"LR Aldo Tambellini Aug 29 66 Verso:  LL August 29 66  LR ""2306""",,Painting,35,35,,,in,,,,,,,,,,,,,,
AT.P.0358,Anna,Gifted to Anna    ZKM,shelf 5 box 4,,04/25/2016,No Picture Selected,Aldo Tambellini,EbB ,Enveloped by Black,,1964,duco and sand on paper,LL Aldo Tambellini 64 Verso: LR 2330 ,small tear middle center,Painting,35,35,,,in,,,,,,,,,,,,,,
AT.P.0353,Anna,Gift to Anna    ZKM Exhibit,shelf 5 box 4,,04/25/2016,No Picture Selected,Aldo Tambellini,EbB ,Enveloped by Black,,1964,duco and sand and hair on paper,"verso ""2319""",hair on surface small tear LL,Painting,35,35,,,in,,,,,,,,,,,,,,
AT.P.0356,Anna,"Gift to Anna    ZKM Exhibit
",shelf 5 box 4,,04/25/2016,AT.P.0356.jpg,Aldo Tambellini,EbB ,Enveloped by Black,,1964,duco and sand and hair on paper,"Verso:  LL bottom TR ""2316",hair on surface small tear UML,Painting,35,35,,,in,,AT.P.0356.jpg,"remote:AT.P.0356.jpg
size:4327,2277
DPI:180
JPEG:AT.P.0356_8.jpg",,,,,,,,,,,
AT.P.0352,Anna,Gift to Anna    ,shelf 5 box 4,,04/25/2016,AT.P.0352.jpg,Aldo Tambellini,EbB ,Enveloped by Black,,1964,duco and sand on paper,"Verso:   LR ""2301""",small tear Middle Left,Painting,35,35,,,in,,AT.P.0352.jpg,"remote:AT.P.0352.jpg
size:1280,720
JPEG:AT.P.0352_8.jpg",,,,,,,,,,,
AT.P.0371,Anna,Gift to Anna   ZKM Exhibit,shelf 5 box 4,,04/25/2016,AT.P. 371.jpg,Aldo Tambellini,EbB ,Enveloped by Black,,1964,duco and sand on paper,"Verso: BL July 4/64 TL ""2312""",,Painting,35,35,,,in,,AT.P. 371.jpg,"remote:AT.P. 371.jpg
size:4352,2448
DPI:180
JPEG:AT.P. 371_8.jpg",,,,,,,,,,,
AT.P.0367,Anna,Gift to Anna     ZKM Exhibit,shelf 5 box 4,,04/25/2016,AT.P.0367.jpg,Aldo Tambellini,EbB,Enveloped by Black,,1964,duco and sand on paper,"Verso; BL ""2294""",small tear BL,Painting,35,35,,,in,,AT.P.0367.jpg,"remote:AT.P.0367.jpg
size:1280,720
JPEG:AT.P.0367_8.jpg",,,,,,,,,,,
AT.P.3000,Anna,Gifted to Anna ZKM Exhibit,,,04/29/2016,No Picture Selected,Aldo Tambellini,,,,c.1962,duco on canvas,,tears on canvas,Painting,66.25,70,,,in,,,,,,,,,,,,,,
AT.PP.0779,Anna,Gifted to Anna     Z KM Exhibit,,10000,06/20/2016,No Picture Selected,Aldo Tambellini,The Funeral,Poetry Poster,,1961,ink on poster board,,,,29,23,,,,,,,,,,,,,,,,,
AT.PP.0778,Anna,Gifted to Anna   ZKM Exhibit,,10000,06/20/2016,No Picture Selected,Aldo Tambellini,Where the hell is the artist,Poetry Poster,,1962,ink on poster board,,,Poetry Poster,29,23,,,,,,,,,,,,,,,,,
AT.PP.0777,Anna,Gifted to Anna    ZKM Exhibit,,10000,06/20/2016,No Picture Selected,Aldo Tambellini,Inside I Came,Poetry Poster,,1962,ink on poster board,,,Poetry Poster,35,23,,,,,,,,,,,,,,,,,
AT.PP.0776,Anna,Gifted to Anna    ZKM Exhibit,,10000,06/20/2016,No Picture Selected,Aldo Tambellini,Time Is,Poetry Poster,,1962,ink on poster board,,,,35,23,,,,,,,,,,,,,,,,,
AT.PP.0775,Anna,Gifted to Anna       ZKM Exhibit,,,06/20/2016,No Picture Selected,Aldo Tambellini,There are millions,Poetry Poster,,1962,ink on poster board,,,,35,23,,,,,,,,,,,,,,,,,
AT.PP.0780,Anna,"Gifted to Anna     ZKM    framed
ZKM Exhibit",,30000,,No Picture Selected,Aldo Tambellini,Black Performance,Poetry Poester,,1965,ink on poster board,,,Poetry Poster,35,22,,,,,,,,,,,,,,,,,
AT.PP.0367,Anna,"Gifted to Anna, JCG",James Cohan Gallery,35000,08/06/2017,No Picture Selected,Aldo Tambellini,,,,1964,"Duco, acrylic, and sand on paper",,,,44.5,44.5,,35x35in,in,,,,,,,,,,,,,,
AT.P.0001,Anna,Anna,Rack 1,,05/09/2013,No Picture Selected,Aldo Tambellini,Destruction 20,Black Is Series,,,wax and graphite on cardboard with incisions and burns,"Verso: CL  ""A.Tambellini R 1004"" Recto: LR ""Aldo Tambellini '62""",,Painting,29.75,39.75,,,in,,,,,,,,1,,,,,,
AT.P.0002,Anna,"Anna, JCG",Rack 1,,05/09/2013,No Picture Selected,Aldo Tambellini,A-8, Black Energy Suspended Series,,,acrylic on architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",Slipped from the hinge,Painting,29.75,42,,,in,,,,,,,,4,,,,,,
AT.P.0003,Anna,Anna,Rack 1,,05/09/2013,No Picture Selected,Aldo Tambellini,B-1,Black Energy Suspended Series,,, acrylic and graphite on architectural paper,"Recto: LR ""Aldo Tambellini '89""  ",,Painting,29.625,42,,,in,,,,,,,,,,,,,,
AT.P.0004,Anna,Anna,Rack 1,,05/09/2013,No Picture Selected,Aldo Tambellini,PFT-103, Black Energy Suspended Series,,,acrylic on architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,29.75,42,,,in,,,,,,,,,,,,,,
AT.P.0005,Anna,Anna,Rack 2,,05/09/2013,No Picture Selected,Aldo Tambellini,B-2,Black Energy Suspended Series,,,acrylic and graphite on architectural paper,"Recto: LR ""Aldo Tambellini '89"" ",,Painting,29.875,42,,,in,,,,,,,,,,,,,,
